Date,Precipitation
"2018-04-04",0.1917
"2018-04-05",0
"2018-04-06",2.5503
"2018-04-07",3.702
"2018-04-08",0
"2018-04-09",0
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",0
"2018-04-15",0
"2018-04-16",1.2688
"2018-04-17",1.0248
"2018-04-18",0
"2018-04-19",0.9317
"2018-04-20",1.1199
"2018-04-21",0
"2018-04-22",0
"2018-04-23",0
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0.9478
"2018-05-03",0
"2018-05-04",0
"2018-05-05",0
"2018-05-06",0
"2018-05-07",3.4495
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",0
"2018-05-17",0
"2018-05-18",0
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",0
"2018-05-24",0
"2018-05-25",0
"2018-05-26",7.3451
"2018-05-27",0
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0
"2018-06-02",0
"2018-06-03",3.9889
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0.1011
"2018-06-07",0
"2018-06-08",0
"2018-06-09",0.3799
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",3.4729
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0.0168
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",3.3182
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0.8673
"2018-07-10",0
"2018-07-11",0
"2018-07-12",5.5222
"2018-07-13",0
"2018-07-14",8.5751
"2018-07-15",12.4694
"2018-07-16",6.2732
"2018-07-17",0.8372
"2018-07-18",5.0662
"2018-07-19",3.123
"2018-07-20",5.7784
"2018-07-21",2.5654
"2018-07-22",0
"2018-07-23",4.3455
"2018-07-24",0.2523
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0
"2018-08-02",1.1189
"2018-08-03",2.4568
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0
"2018-08-11",0
"2018-08-12",0
"2018-08-13",0
"2018-08-14",0
"2018-08-15",0
"2018-08-16",0.7537
"2018-08-17",2.763
"2018-08-18",1.1205
"2018-08-19",0.0067
"2018-08-20",0
"2018-08-21",3.7754
"2018-08-22",0
"2018-08-23",0
"2018-08-24",0
"2018-08-25",0.3265
"2018-08-26",4.9581
"2018-08-27",0
"2018-08-28",0
"2018-08-29",0
"2018-08-30",0
"2018-08-31",1.5239
"2018-09-01",25.1117
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",0
"2018-09-17",0
"2018-09-18",0
"2018-09-19",0
"2018-09-20",0.0143
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0
"2018-09-24",0
"2018-09-25",0
"2018-09-26",0
"2018-09-27",0
"2018-09-28",0
"2018-09-29",0
"2018-09-30",0
"2018-10-01",0.1084
"2018-10-02",4.5839
"2018-10-03",0
"2018-10-04",0
"2018-10-05",0
"2018-10-06",0
"2018-10-07",0
"2018-10-08",0
"2018-10-09",0
"2018-10-10",0
"2018-10-11",0
"2018-10-12",0
"2018-10-13",0
"2018-10-14",0
"2018-10-15",0
"2018-10-16",0
"2018-10-17",0
"2018-10-18",0
"2018-10-19",0
"2018-10-20",0
"2018-10-21",0
"2018-10-22",3.1603
"2018-10-23",13.757
"2018-10-24",0
"2018-10-25",0
"2018-10-26",0
"2018-10-27",0
"2018-10-28",0
"2018-10-29",0
"2018-10-30",0
"2018-10-31",4.9802
"2018-11-01",0
"2018-11-02",0
"2018-11-03",0
"2018-11-04",0
"2018-11-05",0
"2018-11-06",0
"2018-11-07",0
"2018-11-08",0
"2018-11-09",0
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0
"2018-11-17",0
"2018-11-18",0
"2018-11-19",0
"2018-11-20",0
"2018-11-21",0
"2018-11-22",9.5081
"2018-11-23",0
"2018-11-24",0
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0.7315
"2018-11-30",0.4926
"2018-12-01",0
"2018-12-02",0
"2018-12-03",0
"2018-12-04",0
"2018-12-05",0
"2018-12-06",2.3376
"2018-12-07",0
"2018-12-08",0
"2018-12-09",0
"2018-12-10",0
"2018-12-11",3.2104
"2018-12-12",0.4835
"2018-12-13",0
"2018-12-14",0.0579
"2018-12-15",0.2031
"2018-12-16",0
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",0
"2018-12-21",0.0419
"2018-12-22",0.0973
"2018-12-23",0
"2018-12-24",0.041
"2018-12-25",3.0386
"2018-12-26",15.7439
"2018-12-27",1.1653
"2018-12-28",3.6214
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",3.3947
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",1.1915
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",6.4871
"2019-01-11",4.1016
"2019-01-12",0
"2019-01-13",0.5609
"2019-01-14",0
"2019-01-15",3.95
"2019-01-16",0
"2019-01-17",0
"2019-01-18",9.7127
"2019-01-19",0
"2019-01-20",0
"2019-01-21",0
"2019-01-22",4.3483
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0.3072
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",2.1898
"2019-02-04",0
"2019-02-05",0
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",5.7103
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",4.4711
"2019-02-14",13.0768
"2019-02-15",14.0066
"2019-02-16",9.5204
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",3.4606
"2019-02-22",7.5895
"2019-02-23",0
"2019-02-24",8.3833
"2019-02-25",1.0668
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",1.3234
"2019-03-02",9.4528
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0
"2019-03-06",2.2339
"2019-03-07",1.0096
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",22.0766
"2019-03-13",4.2946
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.9701
"2019-03-22",3.9002
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0.5338
"2019-03-28",1.308
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",1.4658
"2019-04-03",0
"2019-04-04",1.4353
"2019-04-05",0.7108
"2019-04-06",0
"2019-04-07",0.3362
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",0.368
"2019-04-12",0
"2019-04-13",0
"2019-04-14",0
"2019-04-15",0
"2019-04-16",0
"2019-04-17",0.3705
"2019-04-18",0
"2019-04-19",0
"2019-04-20",0
"2019-04-21",0
"2019-04-22",0.9836
"2019-04-23",3.9984
"2019-04-24",0.3085
"2019-04-25",0
"2019-04-26",0
"2019-04-27",0
"2019-04-28",0
"2019-04-29",0
"2019-04-30",4.2117
"2019-05-01",0
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",1.7118
"2019-05-07",0.0114
"2019-05-08",6.0713
"2019-05-09",0
"2019-05-10",13.9878
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",5.4882
"2019-05-17",0
"2019-05-18",0
"2019-05-19",9.6246
"2019-05-20",4.0118
"2019-05-21",0.3072
"2019-05-22",0
"2019-05-23",0
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",2.0434
"2019-05-31",0
"2019-06-01",0
"2019-06-02",0
"2019-06-03",0
"2019-06-04",0
"2019-06-05",0.6454
"2019-06-06",0
"2019-06-07",0
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0
"2019-06-11",1.1204
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0.0038
"2019-06-15",0.4364
"2019-06-16",0
"2019-06-17",0.5919
"2019-06-18",1.8377
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0
"2019-06-22",0.0613
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0
"2019-06-26",0
"2019-06-27",0
"2019-06-28",0
"2019-06-29",2.3732
"2019-06-30",3.7475
