"DateTime","(deg C) Mean Temperature (gridMET) at Chuska, 1979-01-01 to 1985-01-01"
"1984-10-20",0.1962
"1984-10-21",-0.7899
"1984-10-22",-0.7801
"1984-10-23",0.4702
"1984-10-24",0.0148
"1984-10-25",0.9208
"1984-10-26",3.1746
"1984-10-27",3.9786
"1984-10-28",3.5665
"1984-10-29",4.941
"1984-10-30",5.8125
"1984-10-31",7.5167
"1984-11-01",5.5106
"1984-11-02",6.7635
"1984-11-03",7.0094
"1984-11-04",5.1032
"1984-11-05",7.433
"1984-11-06",8.7728
"1984-11-07",6.7781
"1984-11-08",4.8914
"1984-11-09",0.2413
"1984-11-10",0.1791
"1984-11-11",4.3773
"1984-11-12",6.7421
"1984-11-13",7.6889
"1984-11-14",2.9091
"1984-11-15",3.3971
"1984-11-16",4.3985
"1984-11-17",2.6325
"1984-11-18",-0.1953
"1984-11-19",-0.538
"1984-11-20",-0.6057
"1984-11-21",0.9581
"1984-11-22",3.7037
"1984-11-23",4.6057
"1984-11-24",1.2943
"1984-11-25",-3.0954
"1984-11-26",-7.0248
"1984-11-27",-7.5163
"1984-11-28",-1.9537
"1984-11-29",-3.6403
"1984-11-30",-3.7318
"1984-12-01",-2.8907
"1984-12-02",-2.7091
"1984-12-03",-0.3666
"1984-12-04",0.3658
"1984-12-05",-0.4213
"1984-12-06",-0.4894
"1984-12-07",2.7097
"1984-12-08",3.3953
"1984-12-09",0.7333
"1984-12-10",2.402
"1984-12-11",2.261
"1984-12-12",0.4597
"1984-12-13",-2.6792
"1984-12-14",-4.3749
"1984-12-15",-6.1672
"1984-12-16",-6.2613
"1984-12-17",-4.9046
"1984-12-18",-1.928
"1984-12-19",-0.2282
"1984-12-20",-2.5771
"1984-12-21",-5.7581
"1984-12-22",-6.0852
"1984-12-23",-2.6767
"1984-12-24",-1.6865
"1984-12-25",-0.5001
"1984-12-26",2.4633
"1984-12-27",3.6337
"1984-12-28",2.0921
"1984-12-29",-0.4715
"1984-12-30",-0.4045
"1984-12-31",-2.1461
"1985-01-01",-5.6359
